t_recv,kind,type,name,detail
0.0229,Node,ADDED,kind-control-plane,taints=1
0.0248,Node,ADDED,kind-worker,taints=0
0.0263,Node,ADDED,kind-worker2,taints=0
0.0277,Node,ADDED,kind-worker3,taints=0
0.0291,Node,ADDED,kind-worker4,taints=0
0.0304,Node,ADDED,kind-worker5,taints=0
0.0468,TaskRequest,ADDED,eval-conflicts-rho070-r2-000,phase=None job=None
0.0506,TaskRequest,MODIFIED,eval-conflicts-rho070-r2-000,phase=Pending job=None
0.0643,Event,ADDED,eval-conflicts-rho020-r0-000-nk7lx.18d53ec2f9c031a6,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho020-r0-000-nk7lx to kind-worker2
0.0649,Event,ADDED,eval-conflicts-rho020-r0-000-nk7lx.18d53ec319222533,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0651,Event,ADDED,eval-conflicts-rho020-r0-000-nk7lx.18d53ec31aaf5d5c,reason=Created count=1 msg=Created container: task
0.0654,Event,ADDED,eval-conflicts-rho020-r0-000-nk7lx.18d53ec32143bd08,reason=Started count=1 msg=Started container task
0.0656,Event,ADDED,eval-conflicts-rho020-r0-000.18d53ec2f8c7b0fd,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho020-r0-000-nk7lx
0.066,Event,ADDED,eval-conflicts-rho020-r0-000.18d53ec880ad1688,reason=Completed count=1 msg=Job completed
0.0662,Event,ADDED,eval-conflicts-rho020-r0-001-ztv6z.18d53ec3330674d4,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho020-r0-001-ztv6z to kind-worker3
0.0665,Event,ADDED,eval-conflicts-rho020-r0-001-ztv6z.18d53ec3506bf6b0,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0672,Event,ADDED,eval-conflicts-rho020-r0-001-ztv6z.18d53ec35179dcf5,reason=Created count=1 msg=Created container: task
0.0675,Event,ADDED,eval-conflicts-rho020-r0-001-ztv6z.18d53ec353658a0b,reason=Started count=1 msg=Started container task
0.0677,Event,ADDED,eval-conflicts-rho020-r0-001.18d53ec331ea6e38,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho020-r0-001-ztv6z
0.0678,Event,ADDED,eval-conflicts-rho020-r0-001.18d53ec8b949feb2,reason=Completed count=1 msg=Job completed
0.0682,Event,ADDED,eval-conflicts-rho020-r0-002-7mwfg.18d53ec36e026383,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho020-r0-002-7mwfg to kind-worker3
0.0686,Event,ADDED,eval-conflicts-rho020-r0-002-7mwfg.18d53ec388b85a98,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0689,Event,ADDED,eval-conflicts-rho020-r0-002-7mwfg.18d53ec38a07f8d1,reason=Created count=1 msg=Created container: task
0.0691,Event,ADDED,eval-conflicts-rho020-r0-002-7mwfg.18d53ec391f9a6be,reason=Started count=1 msg=Started container task
0.0694,Event,ADDED,eval-conflicts-rho020-r0-002.18d53ec36d07af08,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho020-r0-002-7mwfg
0.0696,Event,ADDED,eval-conflicts-rho020-r0-002.18d53ec8f5b3080b,reason=Completed count=1 msg=Job completed
0.0698,Event,ADDED,eval-conflicts-rho020-r0-003-ghpsv.18d53ec3a7ba037f,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho020-r0-003-ghpsv to kind-worker2
0.0705,Job,ADDED,eval-conflicts-rho070-r2-000,
0.0708,Event,ADDED,eval-conflicts-rho020-r0-003-ghpsv.18d53ec3c52ad917,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0711,Event,ADDED,eval-conflicts-rho020-r0-003-ghpsv.18d53ec3c64bc499,reason=Created count=1 msg=Created container: task
0.0713,Event,ADDED,eval-conflicts-rho020-r0-003-ghpsv.18d53ec3cafd93e3,reason=Started count=1 msg=Started container task
0.0715,Event,ADDED,eval-conflicts-rho020-r0-003.18d53ec3a6d4f335,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho020-r0-003-ghpsv
0.0718,Event,ADDED,eval-conflicts-rho020-r0-003.18d53ec933a8acc3,reason=Completed count=1 msg=Job completed
0.072,Event,ADDED,eval-conflicts-rho020-r0-004-7594m.18d53ec3e769d2d1,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho020-r0-004-7594m to kind-worker4
0.0722,Event,ADDED,eval-conflicts-rho020-r0-004-7594m.18d53ec4065cd7f5,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0724,Event,ADDED,eval-conflicts-rho020-r0-004-7594m.18d53ec40796202c,reason=Created count=1 msg=Created container: task
0.0729,Event,ADDED,eval-conflicts-rho020-r0-004-7594m.18d53ec409f64e77,reason=Started count=1 msg=Started container task
0.0732,Event,ADDED,eval-conflicts-rho020-r0-004.18d53ec3e693a297,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho020-r0-004-7594m
0.0734,Event,ADDED,eval-conflicts-rho020-r0-004.18d53ec9a628073c,reason=Completed count=1 msg=Job completed
0.074,Event,ADDED,eval-conflicts-rho020-r0-005-2x666.18d53ec41fd7b386,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho020-r0-005-2x666 to kind-worker4
0.0742,Event,ADDED,eval-conflicts-rho020-r0-005-2x666.18d53ec439b0243e,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0744,Event,ADDED,eval-conflicts-rho020-r0-005-2x666.18d53ec43ae24e30,reason=Created count=1 msg=Created container: task
0.0745,Event,ADDED,eval-conflicts-rho020-r0-005-2x666.18d53ec4420b7c97,reason=Started count=1 msg=Started container task
0.0747,TaskRequest,MODIFIED,eval-conflicts-rho070-r2-000,phase=Scheduled job=None
0.075,Event,ADDED,eval-conflicts-rho020-r0-005.18d53ec41ea82b05,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho020-r0-005-2x666
0.0752,Event,ADDED,eval-conflicts-rho020-r0-005.18d53ec9a64ac32c,reason=Completed count=1 msg=Job completed
0.0754,Event,ADDED,eval-conflicts-rho020-r0-006-5h2m7.18d53ec45ad67018,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho020-r0-006-5h2m7 to kind-worker3
0.0756,Event,ADDED,eval-conflicts-rho020-r0-006-5h2m7.18d53ec477842228,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0759,Event,ADDED,eval-conflicts-rho020-r0-006-5h2m7.18d53ec478c4c147,reason=Created count=1 msg=Created container: task
0.0762,Event,ADDED,eval-conflicts-rho020-r0-006-5h2m7.18d53ec47e152f2b,reason=Started count=1 msg=Started container task
0.0763,Event,ADDED,eval-conflicts-rho020-r0-006.18d53ec459ad34a4,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho020-r0-006-5h2m7
0.0769,Event,ADDED,eval-conflicts-rho020-r0-006.18d53ec9e22e8ef0,reason=Completed count=1 msg=Job completed
0.0774,Event,ADDED,eval-conflicts-rho020-r0-007-pf64c.18d53ec4967d3be6,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho020-r0-007-pf64c to kind-worker5
0.0779,Event,ADDED,eval-conflicts-rho020-r0-007-pf64c.18d53ec4af929b0d,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0784,Event,ADDED,eval-conflicts-rho020-r0-007-pf64c.18d53ec4b0a1cdcd,reason=Created count=1 msg=Created container: task
0.0792,Event,ADDED,eval-conflicts-rho020-r0-007-pf64c.18d53ec4b27b204e,reason=Started count=1 msg=Started container task
0.0796,Event,ADDED,eval-conflicts-rho020-r0-007.18d53ec495371d37,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho020-r0-007-pf64c
0.0801,Event,ADDED,eval-conflicts-rho020-r0-007.18d53eca4f298745,reason=Completed count=1 msg=Job completed
